User_ID,User_Name,Platform,Date,State,Region,Followers,Views,Likes,Shares,Comments,Revenue_Source
USR00027,user_27,Snapchat,2021-03-14,Missouri,Central,3383162,4655714,4583732,465854,19094,Affiliate
USR00028,user_28,Facebook,2023-08-25,Maryland,East,2697334,7481410,2804790,40951,32291,Affiliate
USR00029,user_29,Instagram,2024-07-06,Georgia,South,4178643,4505949,189983,152092,67934,Ads
USR00030,user_30,Twitter,2023-06-04,Delaware,South,1393129,8519817,739404,33320,59119,Affiliate
USR00031,user_31,Instagram,2024-07-19,New Hampshire,East,709649,6920796,4318679,471854,53380,Ads
USR00032,user_32,Instagram,2021-01-22,Kansas,Central,2963606,16699987,123918,449301,99450,Ads
USR00033,user_33,Instagram,2020-02-25,Michigan,North,2957802,15134789,358107,402989,72146,Subscription
USR00034,user_34,YouTube,2023-09-15,Pennsylvania,East,1863346,13666792,1184691,314866,81822,Affiliate
USR00035,user_35,Twitter,2022-04-04,New Jersey,East,1938816,7955295,2527927,105427,74414,Affiliate
USR00036,user_36,Twitter,2022-06-01,Iowa,Central,1978398,8735708,3017455,33357,7119,Merchandise
USR00037,user_37,YouTube,2021-06-24,Indiana,Central,3593157,86176,325283,223885,78966,Affiliate
USR00038,user_38,Snapchat,2023-07-25,Wisconsin,North,4703901,9818168,1231132,407662,43943,Sponsorship
USR00039,user_39,Snapchat,2023-03-05,Maine,Central,3521924,9227148,3727860,355074,90588,Merchandise
USR00040,user_40,Snapchat,2022-01-22,Alabama,South,3945160,1565008,3615765,30077,47093,Subscription
USR00041,user_41,Instagram,2023-05-23,Virginia,East,4169537,12388706,1153910,485370,88367,Merchandise
USR00042,user_42,Twitter,2021-08-09,Kansas,Central,2161115,18437682,1067142,159908,85384,Merchandise
USR00043,user_43,Instagram,2021-09-13,South Dakota,North,671213,1316907,1951669,382536,87214,Sponsorship
USR00044,user_44,Facebook,2020-06-23,Colorado,South,1706772,147499,3942403,356042,6935,Subscription
USR00045,user_45,Facebook,2020-01-06,Delaware,Central,2869468,2042998,4404666,478213,47289,Ads
USR00046,user_46,Instagram,2021-10-08,Nevada,West,4400798,16482741,699301,137001,51711,Affiliate
USR00047,user_47,YouTube,2020-08-09,Mississippi,South,1809918,7552300,3135839,363105,2128,Sponsorship
USR00048,user_48,YouTube,2023-03-05,Pennsylvania,East,3365889,14470815,3790204,334210,57898,Subscription
USR00049,user_49,YouTube,2024-02-07,New York,East,1511593,6721330,4166627,148237,80619,Affiliate
USR00050,user_50,Facebook,2021-11-09,Washington,West,2337886,8365504,3800165,313505,62702,Subscription
USR00051,user_51,YouTube,2022-05-02,Arizona,West,2312862,19303004,2973855,263360,57219,Affiliate
USR00052,user_52,Instagram,2023-03-14,Texas,South,3423274,235575,2361849,402525,62851,Sponsorship
USR00053,user_53,Instagram,2020-11-08,Tennessee,East,516039,10401023,989150,323692,63286,Subscription
USR00054,user_54,YouTube,2022-10-10,Missouri,Central,4552622,13473794,4078370,337582,52844,Affiliate
USR00055,user_55,Snapchat,2023-05-08,Pennsylvania,East,1487029,1989267,713062,440923,42571,Ads
USR00056,user_56,Facebook,2020-02-09,Massachusetts,East,2345843,12270865,3728294,134382,10998,Ads
USR00057,user_57,Facebook,2022-07-18,Oklahoma,East,3680377,837153,4121255,497172,10115,Merchandise
USR00058,user_58,Instagram,2024-03-24,Hawaii,West,4742768,14030262,4141661,276431,27178,Ads
USR00059,user_59,Twitter,2020-10-15,Maryland,East,1892306,2916678,2599082,172486,62026,Subscription
USR00060,user_60,YouTube,2020-11-27,Pennsylvania,East,2857668,19407480,2123832,427802,58958,Sponsorship
USR00061,user_61,Snapchat,2020-12-24,North Dakota,North,4166758,15810918,2131235,402992,25217,Ads
USR00062,user_62,Facebook,2022-12-13,Connecticut,West,1597678,8666394,1170485,261387,70866,Sponsorship
USR00063,user_63,Snapchat,2023-03-04,Pennsylvania,East,810547,10563802,2009419,218727,61223,Ads
USR00064,user_64,YouTube,2020-06-08,Maine,Central,4657071,19945213,3350833,315248,29539,Affiliate
USR00065,user_65,Instagram,2021-12-06,Arkansas,South,2854304,3117124,3937559,258870,1484,Affiliate
USR00066,user_66,Facebook,2021-11-03,North Dakota,North,3142400,10936273,3843428,217580,88820,Ads
USR00067,user_67,Twitter,2020-03-11,Vermont,North,3574998,12413286,1331420,84977,48915,Affiliate
USR00068,user_68,Twitter,2020-04-15,Wyoming,East,2867078,5827174,3488598,53363,74025,Ads
USR00069,user_69,Facebook,2020-09-19,Hawaii,West,3948868,3275197,3933045,421354,41685,Merchandise
USR00070,user_70,YouTube,2023-10-03,New Jersey,East,186213,1961587,3739301,433489,46758,Affiliate
USR00071,user_71,Twitter,2024-10-20,California,West,4385858,8392499,1744155,103178,48182,Affiliate
USR00072,user_72,YouTube,2024-11-06,Ohio,Central,1631703,7318272,3564964,306589,92287,Affiliate
USR00073,user_73,Facebook,2020-11-14,Oregon,West,533686,4422683,3217650,491569,4993,Subscription
USR00074,user_74,Instagram,2023-02-10,Massachusetts,East,2102,2208502,2095616,162874,55967,Ads
USR00075,user_75,Facebook,2020-12-13,Hawaii,West,3406932,9423604,3976036,99277,19109,Merchandise
USR00076,user_76,Twitter,2021-03-01,Louisiana,South,369705,1483580,236536,138133,93338,Ads
USR00077,user_77,Snapchat,2020-12-28,Florida,South,1319259,17924678,1715431,353898,21596,Subscription
USR00078,user_78,YouTube,2022-08-24,Arizona,West,161122,14947139,1852535,371043,4614,Sponsorship
USR00079,user_79,Snapchat,2023-03-01,Texas,South,2610678,817195,725294,94483,45759,Sponsorship
USR00080,user_80,Instagram,2022-12-11,California,West,3868748,1157948,500932,190883,67725,Merchandise
USR00081,user_81,Instagram,2020-07-04,Virginia,South,4234012,14640567,2843176,258776,55311,Subscription
USR00082,user_82,YouTube,2020-01-21,Nevada,West,449257,16641334,19041,192512,41148,Subscription
USR00083,user_83,Instagram,2024-01-02,Idaho,Central,1697406,12307067,3158308,271901,1193,Sponsorship
USR00084,user_84,Twitter,2020-01-10,Idaho,Central,2523276,13209150,702233,377487,65188,Merchandise
USR00085,user_85,Twitter,2024-12-19,Nebraska,Central,2736882,14217645,1113701,17448,94116,Ads
USR00086,user_86,Facebook,2022-08-18,Louisiana,South,423716,9896998,4901340,481315,5591,Affiliate
USR00087,user_87,Instagram,2024-05-03,Maryland,East,2554869,8066195,333510,202305,46875,Merchandise
USR00088,user_88,Facebook,2024-09-08,New Mexico,Central,792666,15269351,1589300,162830,94700,Subscription
USR00089,user_89,YouTube,2022-01-06,Illinois,Central,230008,1732400,1534876,287504,52717,Subscription
USR00090,user_90,YouTube,2022-04-23,Delaware,East,1184585,17373414,3875828,312724,846,Affiliate
USR00091,user_91,Instagram,2022-10-15,Wyoming,Central,3779717,3318654,652627,169859,84603,Affiliate
USR00092,user_92,YouTube,2021-06-22,Texas,South,3926444,3119114,2513973,329879,80314,Ads
USR00093,user_93,Twitter,2020-10-05,Texas,South,2312951,2548371,4821067,357001,87202,Subscription
USR00094,user_94,Instagram,2023-09-02,Maine,West,987155,4412694,2305960,352982,62182,Sponsorship
USR00095,user_95,Twitter,2022-03-22,Maryland,East,1220205,7114903,422366,326266,67159,Sponsorship
USR00096,user_96,Snapchat,2020-04-14,South Dakota,North,538059,1082141,1344161,440912,42242,Affiliate
USR00097,user_97,Twitter,2023-02-27,North Dakota,North,471002,4206842,893149,245997,13384,Sponsorship
USR00098,user_98,Snapchat,2021-05-28,New Mexico,North,3238017,1827015,3713764,100365,74073,Affiliate
USR00099,user_99,Twitter,2020-06-28,Minnesota,North,669790,5093593,3404692,37382,71727,Ads
USR00100,user_100,Facebook,2024-04-10,Oregon,West,2638643,11727709,4351947,237274,49519,Merchandise
USR00101,user_101,Snapchat,2022-09-21,Vermont,Central,1706516,12396628,2841351,61311,54999,Merchandise
USR00102,user_102,Facebook,2021-12-08,Maine,North,3535929,7833886,780074,29948,61657,Merchandise
USR00103,user_103,Instagram,2024-03-04,North Dakota,North,3157355,10937340,4529221,152563,29362,Sponsorship
USR00104,user_104,Snapchat,2020-02-07,Louisiana,South,3780422,8912924,299244,356427,19450,Sponsorship
USR00105,user_105,Facebook,2021-12-06,Georgia,South,2590860,8525892,2189916,268581,38064,Subscription
USR00106,user_106,YouTube,2023-01-12,Tennessee,Central,4686372,15665552,2732373,71695,87379,Affiliate
USR00107,user_107,Instagram,2022-02-10,Wisconsin,North,605350,1352914,2102688,449630,62988,Ads
USR00108,user_108,YouTube,2021-02-28,Rhode Island,North,185485,7301866,1311885,405041,35742,Merchandise
USR00109,user_109,Instagram,2022-09-09,Delaware,West,3696958,1183455,2221539,258596,20285,Merchandise
USR00110,user_110,Facebook,2022-06-17,Illinois,Central,3130079,15689652,1918465,49192,13101,Ads
USR00111,user_111,YouTube,2021-09-06,Delaware,South,1824210,15264181,2485678,343608,86887,Ads
USR00112,user_112,YouTube,2024-01-23,Indiana,Central,549375,3993786,4169594,151967,85204,Merchandise
USR00113,user_113,Facebook,2021-01-09,Vermont,South,3910059,13829052,401819,52428,12195,Sponsorship
USR00114,user_114,Twitter,2023-03-14,New York,East,4053037,4388795,301606,439032,46136,Merchandise
USR00115,user_115,Facebook,2023-09-25,Pennsylvania,East,2776597,16404105,1589568,92541,73285,Sponsorship
USR00116,user_116,Twitter,2022-04-21,Tennessee,Central,2916851,16591490,3638317,464951,86235,Merchandise
USR00117,user_117,Instagram,2021-05-18,Illinois,Central,1699080,17460751,1621887,145028,92712,Sponsorship
USR00118,user_118,Instagram,2023-05-17,Maine,West,1561643,4560463,1507766,414240,79192,Sponsorship
USR00119,user_119,Snapchat,2021-10-11,South Carolina,Central,4826817,9883084,4431446,250858,80614,Ads
USR00120,user_120,Facebook,2023-10-09,Arizona,West,1474684,12589982,4422875,95784,43311,Sponsorship
USR00121,user_121,Snapchat,2023-10-09,Kansas,Central,3317521,11374044,4124932,357639,97134,Subscription
USR00122,user_122,Snapchat,2023-10-01,Idaho,West,1024244,19059866,1028283,472702,88446,Merchandise
USR00123,user_123,Instagram,2021-01-21,Missouri,Central,4791277,19827992,4710119,24780,41729,Sponsorship
USR00124,user_124,Snapchat,2022-01-19,Mississippi,South,996518,13307597,3760840,125264,82409,Affiliate
USR00125,user_125,YouTube,2021-12-25,New Mexico,North,2977988,17030590,3489461,267181,96517,Subscription
USR00126,user_126,Twitter,2024-12-07,West Virginia,East,711725,18034162,169439,89044,78787,Sponsorship
USR00127,user_127,YouTube,2023-07-16,Tennessee,East,1643942,1987867,1067437,464080,55212,Sponsorship
USR00128,user_128,Twitter,2021-02-08,South Carolina,South,1848568,9352228,895242,87079,78630,Subscription
USR00129,user_129,Snapchat,2023-05-14,Tennessee,West,4219900,786774,1019174,325370,44328,Affiliate
USR00130,user_130,YouTube,2023-09-12,New York,East,153403,11173550,3094256,109083,26834,Sponsorship
USR00131,user_131,Instagram,2022-09-06,New Jersey,East,1196538,11176807,3077324,93880,33620,Sponsorship
USR00132,user_132,Facebook,2021-06-03,Montana,East,3778359,6068798,92158,42776,10340,Merchandise
USR00133,user_133,Twitter,2021-08-09,Arizona,West,411260,18636515,4631615,27341,3635,Sponsorship
USR00134,user_134,Instagram,2021-11-17,Illinois,Central,409860,19960315,2719156,287663,60573,Ads
USR00135,user_135,Facebook,2023-09-18,Missouri,Central,4357447,11591442,1933932,234562,35845,Subscription
USR00136,user_136,Facebook,2020-09-17,Colorado,North,2897654,4736666,2999902,93146,65865,Affiliate
USR00137,user_137,Facebook,2020-05-28,Mississippi,South,1541111,18266423,3929841,59522,79605,Ads
USR00138,user_138,Instagram,2023-12-01,Utah,Central,978124,15904310,863713,436060,1741,Merchandise
USR00139,user_139,Instagram,2022-04-27,Iowa,Central,3361536,3369722,3249304,307638,74279,Affiliate
USR00140,user_140,Instagram,2024-11-26,North Carolina,East,2173552,16737266,4455324,100758,40916,Ads
USR00141,user_141,Instagram,2020-11-19,Texas,South,3232348,19602341,3012367,107625,97154,Subscription
USR00142,user_142,Facebook,2022-06-13,South Dakota,North,4252985,14900721,1475560,418638,54512,Subscription
USR00143,user_143,Instagram,2020-08-02,Michigan,North,2730133,13155479,327304,140082,97894,Sponsorship
USR00144,user_144,Snapchat,2023-05-06,Wyoming,West,2300393,3843846,2147258,326446,38721,Subscription
USR00145,user_145,Instagram,2024-05-07,Alaska,West,870440,10373818,376626,197735,94562,Merchandise
USR00146,user_146,Instagram,2020-01-03,Colorado,North,2428480,3375940,3751896,467031,44246,Sponsorship
USR00147,user_147,Facebook,2021-11-15,Georgia,South,2279047,7776734,1368852,357154,26143,Merchandise
USR00148,user_148,Instagram,2023-07-06,Arkansas,South,2258670,238280,675871,205880,38013,Affiliate
USR00149,user_149,Facebook,2023-10-02,Alabama,South,2281595,936148,2715650,161466,57922,Ads
USR00150,user_150,YouTube,2024-02-07,Kentucky,Central,926520,838177,556275,126281,19325,Affiliate
USR00151,user_151,Instagram,2023-08-15,California,West,3860113,2424049,182673,286795,47539,Merchandise
USR00152,user_152,Facebook,2021-07-23,Connecticut,South,836861,7101737,2144227,223998,17107,Affiliate
USR00153,user_153,Snapchat,2024-10-09,Wyoming,East,135268,13326664,3969428,402546,63412,Merchandise
USR00154,user_154,Facebook,2021-08-12,Maryland,East,449821,7952093,4393864,214395,45553,Ads
USR00155,user_155,Instagram,2023-12-01,Texas,South,3125119,11173414,2293469,411385,74801,Affiliate
USR00156,user_156,YouTube,2022-10-23,Arkansas,Central,2386228,960237,3887458,443763,24728,Subscription
USR00157,user_157,Twitter,2020-08-23,Nebraska,Central,1205701,8258433,2423955,309283,9559,Subscription
USR00158,user_158,Snapchat,2023-02-07,South Dakota,North,3527250,14884462,2340771,42449,79737,Sponsorship
USR00159,user_159,YouTube,2023-10-02,Alaska,West,4526945,17838080,1496316,55415,36542,Affiliate
USR00160,user_160,Facebook,2023-03-02,New York,East,1821816,1217531,95798,379767,5226,Subscription
USR00161,user_161,Facebook,2021-01-08,Nevada,West,3502505,13645990,3072591,313425,58237,Affiliate
USR00162,user_162,Twitter,2021-07-24,Wyoming,West,3291899,13900454,2506199,28694,33015,Subscription
USR00163,user_163,Twitter,2021-10-19,Mississippi,South,3409235,15964647,2877246,30054,77551,Sponsorship
USR00164,user_164,YouTube,2023-06-11,Delaware,North,2304030,5770261,207949,166190,33340,Sponsorship
USR00165,user_165,Twitter,2024-11-11,Utah,West,4919392,17216758,2825403,62434,5409,Sponsorship
USR00166,user_166,Facebook,2024-07-06,California,West,2474344,18070637,1725608,240671,56102,Subscription
USR00167,user_167,Snapchat,2024-02-09,Kansas,Central,2319969,2424131,2748189,375222,54337,Subscription
USR00168,user_168,YouTube,2021-05-04,New York,East,653859,11102216,1633742,80461,65287,Affiliate
USR00169,user_169,YouTube,2024-12-12,Washington,West,2689360,2059863,2143060,241443,92658,Subscription
USR00170,user_170,YouTube,2024-08-12,Texas,South,4583572,3146955,3101849,482173,464,Merchandise
USR00171,user_171,Twitter,2022-11-12,Florida,South,3028244,3134623,1540723,262231,77127,Subscription
USR00172,user_172,Twitter,2021-12-22,Tennessee,North,1108121,9761133,4755039,35595,39031,Ads
USR00173,user_173,Facebook,2024-01-16,North Carolina,South,837756,7230949,3716198,262943,63252,Ads
USR00174,user_174,YouTube,2021-10-19,Wyoming,Central,4946274,1463887,32512,362165,27624,Merchandise
USR00175,user_175,YouTube,2024-04-10,New Jersey,East,873347,18220216,1303947,164290,89851,Merchandise
USR00176,user_176,Instagram,2022-07-03,Iowa,Central,3511142,17228181,3720904,148987,51023,Merchandise
USR00177,user_177,Snapchat,2022-08-22,Hawaii,West,3094230,11700077,3682832,132326,64730,Sponsorship
USR00178,user_178,Snapchat,2020-11-03,Texas,South,4922469,13172158,4591234,120362,61892,Ads
USR00179,user_179,Twitter,2021-09-12,Georgia,South,2093843,8387426,1174309,306020,33292,Ads
USR00180,user_180,Twitter,2023-07-25,Wisconsin,North,120486,17542831,405747,164026,10306,Affiliate
USR00181,user_181,YouTube,2022-04-15,Virginia,South,213494,14036586,1707240,185533,57905,Sponsorship
USR00182,user_182,Snapchat,2023-04-21,Massachusetts,East,3644317,3084872,4787566,297665,24074,Subscription
USR00183,user_183,Facebook,2023-12-20,New Jersey,East,2424717,14242970,1771206,124486,79051,Sponsorship
USR00184,user_184,YouTube,2024-01-18,Delaware,South,1925842,1415114,4262203,327700,10025,Subscription
USR00185,user_185,YouTube,2022-04-23,Iowa,Central,4977054,9405145,975170,85499,81002,Affiliate
USR00186,user_186,Facebook,2023-01-14,Massachusetts,East,4840061,1813643,422475,368710,40892,Affiliate
USR00187,user_187,Twitter,2024-05-09,South Carolina,South,1462976,11608934,4312324,12691,42594,Subscription
USR00188,user_188,Twitter,2023-08-03,California,West,4912253,7304057,3623011,270966,56256,Subscription
USR00189,user_189,YouTube,2023-12-09,Idaho,East,1686149,16868211,353966,364732,9305,Merchandise
USR00190,user_190,Instagram,2023-08-02,Texas,South,4909092,10016731,3642078,100593,70905,Merchandise
USR00191,user_191,Facebook,2021-11-01,Illinois,Central,1864597,11240119,3158530,33094,83815,Subscription
USR00192,user_192,YouTube,2021-07-12,Alabama,South,2972257,11511635,2658835,309503,34761,Ads
USR00193,user_193,Twitter,2024-01-07,Mississippi,South,1788357,5094786,2699425,206711,27817,Merchandise
USR00194,user_194,Instagram,2020-11-07,Arizona,West,4034526,1965994,4632983,14384,62629,Sponsorship
USR00195,user_195,Snapchat,2020-11-10,North Dakota,North,1361051,9126301,1107745,257695,56068,Ads
USR00196,user_196,YouTube,2024-06-28,Indiana,Central,2436935,9037908,3755601,375203,53704,Subscription
USR00197,user_197,Twitter,2023-09-07,Illinois,Central,3165946,17233585,1043064,245428,3023,Affiliate
USR00198,user_198,Instagram,2023-10-04,West Virginia,South,2366717,5081141,3811215,320275,91647,Affiliate
USR00199,user_199,Snapchat,2022-11-11,California,West,2253701,18329684,3432669,258682,46638,Affiliate
USR00200,user_200,Twitter,2021-05-02,Arkansas,East,4256208,10919137,625395,265497,73359,Subscription
USR00201,user_201,Facebook,2024-05-18,Georgia,South,1590344,11620354,3941816,455379,75996,Subscription
USR00202,user_202,Snapchat,2020-06-10,Ohio,Central,123710,5736186,2762731,73963,26636,Affiliate
USR00203,user_203,Instagram,2022-08-22,Georgia,South,3537119,6394185,3969786,83616,86805,Ads
USR00204,user_204,YouTube,2023-04-01,West Virginia,North,4205502,19604395,1103634,104432,49880,Sponsorship
USR00205,user_205,Twitter,2023-11-05,Rhode Island,South,180584,18380058,4194082,173060,54856,Sponsorship
USR00206,user_206,Snapchat,2020-03-06,Oklahoma,Central,1998537,17261309,1422083,413996,96111,Affiliate
USR00207,user_207,YouTube,2021-06-03,Hawaii,West,3574830,11887402,3352179,358904,11153,Sponsorship
USR00208,user_208,YouTube,2022-11-13,Illinois,Central,4121553,6823240,3757300,413424,85462,Merchandise
USR00209,user_209,Snapchat,2023-12-25,Arkansas,West,821481,10902009,560504,253226,39934,Ads
USR00210,user_210,Twitter,2021-08-05,Minnesota,North,582125,15144179,4536636,291165,74197,Sponsorship
USR00211,user_211,Snapchat,2023-12-19,Mississippi,South,4837045,11534116,303795,141360,37379,Merchandise
USR00212,user_212,Twitter,2024-05-22,Arkansas,West,1169305,15849006,105225,499564,63124,Merchandise
USR00213,user_213,Snapchat,2024-04-28,Oklahoma,East,3573418,7768107,2829837,369923,46042,Ads
USR00214,user_214,Snapchat,2021-08-07,New York,East,1168024,15789090,1362964,218306,78856,Sponsorship
USR00215,user_215,YouTube,2022-10-24,Minnesota,North,4939495,7036514,2872911,341675,22359,Subscription
USR00216,user_216,Instagram,2021-07-09,Maryland,East,424782,19101195,2510279,461919,40454,Ads
USR00217,user_217,YouTube,2023-06-17,Massachusetts,East,2483321,18314843,2907658,135477,21734,Merchandise
USR00218,user_218,YouTube,2020-06-18,Nevada,West,2642860,13439881,3223508,39277,33054,Affiliate
USR00219,user_219,Facebook,2021-07-19,Wyoming,East,4176109,840991,3691169,291072,84399,Subscription
USR00220,user_220,Facebook,2022-10-21,Wisconsin,North,4391285,8575144,2382271,435663,48792,Subscription
USR00221,user_221,Snapchat,2023-04-04,Indiana,Central,2626397,522132,259684,189306,27128,Merchandise
USR00222,user_222,YouTube,2023-12-02,Georgia,South,4991151,3273911,442198,258204,22762,Merchandise
USR00223,user_223,Facebook,2020-04-12,Mississippi,South,3735145,17257088,1354750,253156,65652,Ads
USR00224,user_224,YouTube,2024-04-23,Connecticut,North,3516084,7183708,2275505,269753,7314,Ads
USR00225,user_225,YouTube,2023-04-23,New York,East,1579328,8723864,2011646,469822,97435,Sponsorship
USR00226,user_226,Instagram,2021-03-24,Idaho,Central,1133954,3244231,1833034,364848,58025,Subscription
USR00227,user_227,Facebook,2024-05-25,Arkansas,West,4691793,9784747,4343380,16864,20670,Sponsorship
USR00228,user_228,YouTube,2021-02-06,Wyoming,East,4902973,4692660,4490933,44663,55974,Sponsorship
USR00229,user_229,Snapchat,2020-06-28,Utah,Central,4111903,12991375,1757404,323809,99374,Ads
USR00230,user_230,YouTube,2022-03-07,Nebraska,Central,2329814,16934557,2537151,183895,7828,Merchandise
USR00231,user_231,Snapchat,2024-04-04,New Mexico,East,3060355,3136403,2534142,404130,52380,Subscription
USR00232,user_232,Facebook,2022-12-20,Wyoming,East,4288010,15029397,3572591,138445,11078,Sponsorship
USR00233,user_233,Facebook,2021-02-12,Delaware,East,3394737,8283606,1155402,112782,68597,Affiliate
USR00234,user_234,Facebook,2020-12-24,Massachusetts,East,1430009,884632,3648432,290649,13399,Merchandise
USR00235,user_235,YouTube,2021-02-28,Georgia,South,1731038,18499317,3090598,207574,58372,Sponsorship
USR00236,user_236,YouTube,2021-09-20,Delaware,West,4824739,11890498,3150731,214133,5486,Subscription
USR00237,user_237,Snapchat,2021-07-04,North Dakota,North,4285993,18139489,101900,370671,88214,Affiliate
USR00238,user_238,Snapchat,2020-09-07,Indiana,Central,4188521,19359816,4602854,458629,11182,Sponsorship
USR00239,user_239,Facebook,2023-01-17,Pennsylvania,East,2140875,5809508,864163,73301,87388,Merchandise
USR00240,user_240,Snapchat,2021-02-11,Pennsylvania,East,3390131,6117170,4270992,317297,38934,Sponsorship
USR00241,user_241,Snapchat,2023-04-15,Washington,West,1176690,13867638,1205590,407862,91159,Affiliate
USR00242,user_242,Snapchat,2020-05-21,Alaska,West,4386547,905574,3324502,33834,15647,Affiliate
USR00243,user_243,Instagram,2021-06-11,Georgia,South,4245984,10824599,4927421,390833,85882,Affiliate
USR00244,user_244,YouTube,2021-02-17,Wyoming,Central,4591286,15237419,4294183,297007,99365,Sponsorship
USR00245,user_245,YouTube,2020-04-21,North Carolina,North,792957,14470417,1646529,457975,22707,Affiliate
USR00246,user_246,Instagram,2021-04-23,South Dakota,North,1294278,19185457,1642604,258915,4491,Ads
USR00247,user_247,YouTube,2023-09-16,Delaware,East,3720112,2413530,438893,255433,29527,Sponsorship
USR00248,user_248,Instagram,2023-07-27,Alaska,West,1880201,784984,1101817,49131,34993,Subscription
USR00249,user_249,Instagram,2024-08-14,Iowa,Central,3166093,16824007,83921,302086,27968,Subscription
USR00250,user_250,Snapchat,2023-10-16,Georgia,South,1936037,2556541,675090,336289,24414,Subscription
USR00251,user_251,Twitter,2024-08-24,South Carolina,East,637009,18938899,2202750,230168,80283,Merchandise
USR00252,user_252,YouTube,2023-06-26,Kansas,Central,3037818,14005209,3478155,432559,70866,Sponsorship
USR00253,user_253,Instagram,2021-02-26,Alabama,South,1545004,2576188,66046,180462,61593,Affiliate
USR00254,user_254,Facebook,2024-06-06,Hawaii,West,3771394,5234428,3235927,416175,61916,Merchandise
USR00255,user_255,Facebook,2021-11-27,North Carolina,South,4447980,16789299,4750155,111955,72996,Affiliate
USR00256,user_256,Snapchat,2020-01-27,South Carolina,West,4545895,4053890,729429,85259,93919,Sponsorship
USR00257,user_257,Instagram,2022-10-19,Wyoming,East,610114,4804117,4065598,29176,23272,Ads
USR00258,user_258,YouTube,2023-08-24,West Virginia,North,4312293,13475099,2115285,302009,28443,Sponsorship
USR00259,user_259,Instagram,2020-12-15,Wisconsin,North,604207,13082319,237174,51982,53347,Affiliate
USR00260,user_260,Twitter,2021-12-04,Wisconsin,North,4079119,1127080,2118647,128883,37295,Merchandise
USR00261,user_261,Snapchat,2021-10-15,Maine,South,4661559,15105253,1922709,178074,15821,Merchandise
USR00262,user_262,Facebook,2022-09-26,Indiana,Central,4870527,1927739,4794737,166644,32608,Subscription
USR00263,user_263,YouTube,2022-11-21,Kentucky,Central,4888521,19906895,4384858,198125,29315,Sponsorship
USR00264,user_264,Instagram,2022-09-01,North Carolina,Central,477527,14165445,3371118,22,20615,Subscription
USR00265,user_265,Instagram,2022-08-10,Massachusetts,East,4328759,10093415,638698,428846,83662,Affiliate
USR00266,user_266,Twitter,2023-08-12,North Dakota,North,635305,1704887,2564306,455114,88333,Sponsorship
USR00267,user_267,YouTube,2024-09-04,California,West,1858597,7425400,4104307,166536,80047,Merchandise
